C0649,00:00:08,56915691095,CLARO
E0932,00:00:09,56950032328,VIRGIN
A1092,00:00:09,56904919000,VTR
C0881,00:00:25,56950459796,VTR
C0189,00:00:27,56948448643,ENTEL
B0667,00:00:34,56953670546,WOM
A1690,00:00:35,56910064407,MOVISTAR
E0523,00:00:36,56933306106,GTD
C0910,00:00:36,56911038846,CLARO
A1322,00:00:41,56976236159,WOM
E1482,00:00:47,56946395353,MOVISTAR
D1368,00:00:48,56906502261,VIRGIN
C1425,00:01:01,56921249518,VIRGIN
D0500,00:01:04,56983797517,GTD
C0208,00:01:08,56910169580,CLARO
A0716,00:01:12,56940503930,MOVISTAR
D0781,00:01:14,56961778956,VIRGIN
A0208,00:01:22,56989382908,VTR
D1773,00:01:23,56919386708,GTD
D1784,00:01:35,56976386111,VTR
D1107,00:01:50,56959288810,VTR
C1300,00:01:52,56924773053,VIRGIN
E0474,00:01:56,56942955046,CLARO
C1586,00:02:01,56976236159,WOM
B1815,00:02:03,56966897104,WOM
E0320,00:02:08,56948780014,MOVISTAR
D0642,00:02:12,56929480460,MOVISTAR
E0624,00:02:13,56996658422,GTD
E1663,00:02:15,56937617433,VIRGIN
D1903,00:02:35,56960677092,MOVISTAR
C1748,00:02:46,56950997900,VIRGIN
B1541,00:02:50,56976999297,GTD
D0569,00:02:53,56994597114,MOVISTAR
B0807,00:02:55,56999266507,ENTEL
C0683,00:03:02,56946046181,CLARO
C0712,00:03:06,56934543568,CLARO
A0772,00:03:20,56949017629,CLARO
D1852,00:03:27,56949906600,MOVISTAR
D0370,00:03:29,56984457605,VIRGIN
E0984,00:03:34,56903508153,ENTEL
D1771,00:03:34,56998331344,CLARO
B0774,00:03:34,56909725183,CLARO
B0946,00:03:37,56970806488,WOM
E0023,00:03:42,56913924154,VTR
C0003,00:03:43,56908385263,GTD
A0249,00:03:43,56966901680,VIRGIN
C0732,00:03:43,56996601135,MOVISTAR
E0572,00:03:44,56969079252,ENTEL
B1319,00:03:50,56937031048,MOVISTAR
A0875,00:03:50,56932292580,VIRGIN
B1815,00:03:53,56937551455,VTR
D1397,00:04:00,56934359398,VIRGIN
C0424,00:04:01,56980980461,ENTEL
B1311,00:04:12,56909069930,GTD
D0619,00:04:19,56953353815,CLARO
E0431,00:04:34,56991853225,GTD
A1275,00:04:42,56992852616,VIRGIN
E0028,00:04:43,56959736985,MOVISTAR
E0431,00:04:43,56989524558,GTD
E1482,00:04:51,56969830440,CLARO
E0023,00:04:55,56998486326,VTR
B1661,00:05:11,56946279705,MOVISTAR
D0574,00:05:18,56959880422,CLARO
C1601,00:05:19,56963281915,ENTEL
E0824,00:05:21,56924674862,GTD
C1167,00:05:30,56989354387,MOVISTAR
B0535,00:05:32,56980777655,ENTEL
C0810,00:05:33,56931582447,MOVISTAR
D1668,00:05:37,56935813850,ENTEL
B0259,00:05:47,56983593778,MOVISTAR
E1927,00:05:47,56990906227,VIRGIN
A0143,00:05:48,56966688271,MOVISTAR
C0972,00:05:49,56996122872,CLARO
B0537,00:05:53,56998417513,MOVISTAR
E0918,00:06:16,56965803292,WOM
E1415,00:06:21,56971916806,GTD
A0118,00:06:23,56954979851,GTD
E1673,00:06:27,56985780176,VTR
C1038,00:06:32,56946963107,GTD
C0634,00:06:33,56928129329,CLARO
D0044,00:06:34,56951002368,CLARO
A0795,00:06:36,56978521929,WOM
E0821,00:06:41,56912175907,WOM
E0759,00:06:43,56932677948,GTD
A0198,00:06:47,56963296161,WOM
C0374,00:07:00,56959501044,GTD
B1236,00:07:03,56997781048,ENTEL
D0471,00:07:07,56966424021,VTR
C0771,00:07:19,56903012673,CLARO
B0227,00:07:19,56988567796,CLARO
A1383,00:07:24,56958052808,MOVISTAR
E0861,00:07:31,56978634855,VTR
D1057,00:07:37,56906527997,ENTEL
A1212,00:07:39,56988605121,VIRGIN
E1667,00:07:40,56970120322,VIRGIN
E0927,00:07:51,56930206520,WOM
E1195,00:08:08,56924392966,WOM
A0651,00:08:19,56995083002,VTR
A0911,00:08:20,56963456817,WOM
E1736,00:08:21,56974779457,VTR
E1225,00:08:40,56987338204,VIRGIN
A0788,00:08:56,56969804384,MOVISTAR
D1635,00:09:04,56924101306,MOVISTAR
A0792,00:09:05,56933809951,ENTEL
B1913,00:09:13,56905964368,VTR
B0053,00:09:46,56972938533,MOVISTAR
A1141,00:09:47,56957464628,GTD
B1252,00:09:56,56946318200,GTD
E1244,00:10:06,56949536368,ENTEL
D1924,00:10:12,56925712925,VTR
E0983,00:10:14,56921626668,MOVISTAR
A1986,00:10:15,56904373965,CLARO
E0508,00:10:23,56903155666,ENTEL
B1539,00:10:25,56931555560,WOM
C0831,00:10:27,56978391234,CLARO
C0517,00:10:40,56959244889,CLARO
C1477,00:10:56,56928608443,VIRGIN
D0620,00:11:00,56945968614,WOM
A1681,00:11:01,56991695882,GTD
C0219,00:11:07,56907407187,GTD
B0242,00:11:16,56957043084,CLARO
D1773,00:11:24,56903005263,VIRGIN
E1439,00:11:32,56955337328,GTD
A1313,00:11:41,56973341398,MOVISTAR
D0126,00:11:48,56991989584,ENTEL
A1187,00:11:51,56978831566,VIRGIN
C1586,00:11:52,56948111137,VTR
D0181,00:12:04,56982650589,VTR
A1851,00:12:05,56943971163,MOVISTAR
E1454,00:12:06,56961023097,GTD
D0181,00:12:08,56954863806,WOM
D0488,00:12:10,56904210148,GTD
E1259,00:12:13,56998244817,VIRGIN
A1176,00:12:15,56904893905,CLARO
D1604,00:12:17,56915886454,WOM
A0848,00:12:19,56920937526,VIRGIN
A1788,00:12:24,56929480460,MOVISTAR
C0091,00:12:37,56909502054,VIRGIN
E0491,00:12:41,56908187298,VIRGIN
E0099,00:12:41,56972283611,VTR
C0163,00:12:42,56946034039,CLARO
E0973,00:13:01,56982689629,MOVISTAR
E0984,00:13:04,56937614670,WOM
D1021,00:13:05,56916491577,VIRGIN
C0490,00:13:09,56934185480,VTR
D1205,00:13:12,56991271886,WOM
D1903,00:13:12,56975822702,GTD
E0218,00:13:22,56981533662,GTD
C1302,00:13:24,56946979228,ENTEL
E1833,00:13:27,56924710786,CLARO
A0805,00:13:32,56905964368,VTR
C0091,00:13:39,56926442531,MOVISTAR
C1489,00:13:40,56981442976,VIRGIN
B1639,00:13:56,56963590817,VIRGIN
E0443,00:13:58,56966775250,MOVISTAR
D0900,00:14:05,56915562000,MOVISTAR
B0868,00:14:13,56949253344,VTR
B1074,00:14:13,56998749976,VIRGIN
B0778,00:14:13,56964290872,WOM
A1321,00:14:25,56931335885,VIRGIN
E0028,00:14:31,56925785386,VTR
A0307,00:14:46,56915117667,MOVISTAR
D0995,00:14:49,56921376548,ENTEL
C0139,00:14:52,56951008545,MOVISTAR
C0219,00:15:01,56956078716,VIRGIN
C0888,00:15:07,56956148734,VIRGIN
D0460,00:15:14,56982047827,CLARO
D0181,00:15:15,56911677367,VTR
C1344,00:15:18,56920937907,MOVISTAR
D0837,00:15:22,56976502640,MOVISTAR
C0848,00:15:41,56965139207,WOM
D1265,00:15:45,56921437853,VIRGIN
A1759,00:15:48,56983892817,ENTEL
E1892,00:15:48,56940343537,CLARO
B1695,00:15:50,56928759890,CLARO
A0970,00:15:50,56977713065,ENTEL
B1551,00:15:56,56953542702,WOM
D0577,00:16:15,56987619267,GTD
A1435,00:16:17,56975474855,VIRGIN
A0725,00:16:17,56936200737,VTR
A1053,00:16:19,56940700366,CLARO
D0766,00:16:19,56937741219,GTD
E0510,00:16:35,56916830545,CLARO
B0385,00:16:38,56905964368,VTR
C1344,00:16:43,56971200237,VIRGIN
C1037,00:16:51,56931450446,VTR
C0873,00:16:59,56945997322,MOVISTAR
E0500,00:17:06,56995849188,VTR
A0805,00:17:18,56915710989,VIRGIN
E0910,00:17:20,56907308182,VIRGIN
C1382,00:17:21,56965442606,WOM
B0092,00:17:25,56943180787,WOM
E1225,00:17:25,56974187290,VIRGIN
D1542,00:17:28,56998269830,MOVISTAR
B1782,00:17:30,56993887195,ENTEL
D1583,00:17:37,56927991150,GTD
B0174,00:17:42,56923960099,MOVISTAR
D1876,00:17:46,56950230847,CLARO
D0766,00:17:47,56956905320,CLARO
B1502,00:17:48,56953367796,WOM
E0491,00:17:49,56945909236,VIRGIN
D1221,00:17:50,56974222605,WOM
E1848,00:17:59,56970660434,MOVISTAR
A1764,00:18:00,56912682929,VTR
A0342,00:18:02,56965895749,WOM
A0890,00:18:09,56969860432,WOM
E0555,00:18:09,56963588569,MOVISTAR
C0730,00:18:11,56920806583,MOVISTAR
E1004,00:18:13,56908942878,ENTEL
C0386,00:18:17,56974222605,WOM
E0302,00:18:20,56948764281,MOVISTAR
D0829,00:18:22,56917108763,MOVISTAR
A1211,00:18:28,56946277757,VTR
D1046,00:18:31,56954311257,WOM
B0204,00:18:33,56990710709,CLARO
B1481,00:18:36,56951002368,CLARO
D1970,00:18:41,56945968614,WOM
D1405,00:18:47,56932474537,CLARO
D0238,00:18:53,56966532508,WOM
D1083,00:18:54,56964640514,CLARO
A1951,00:18:54,56964248408,WOM
E1910,00:19:02,56908701181,ENTEL
B0822,00:19:09,56945489207,VIRGIN
D0880,00:19:20,56989823609,CLARO
C1167,00:19:20,56989630726,VIRGIN
A1208,00:19:22,56964887070,ENTEL
E0845,00:19:27,56964162852,GTD
B0822,00:19:37,56969276838,MOVISTAR
D1648,00:19:51,56900615627,MOVISTAR
D0058,00:19:59,56988172631,VIRGIN
D1771,00:20:01,56961933525,ENTEL
C1348,00:20:02,56931915275,MOVISTAR
B1915,00:20:05,56980002858,ENTEL
B1806,00:20:12,56984496423,MOVISTAR
C0904,00:20:13,56942456754,VIRGIN
A1910,00:20:21,56913816665,MOVISTAR
D1021,00:20:25,56901994602,VTR
